Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,17.75,17.979999542236328,17.31999969482422,17.450000762939453,17.44413948059082,18497800
2021-01-05,17.799999237060547,19.950000762939453,17.649999618530273,19.209999084472656,19.20354652404785,37293800
2021-01-06,19.520000457763672,20.280000686645508,18.969999313354492,20.0,19.993282318115234,37156400
2021-01-07,20.209999084472656,21.149999618530273,20.030000686645508,20.56999969482422,20.56308937072754,24299300
2021-01-08,20.8799991607666,21.030000686645508,19.8700008392334,20.079999923706055,20.073253631591797,18277900
2021-01-11,19.25,20.18000030517578,19.0,20.079999923706055,20.073253631591797,15165900
2021-01-12,20.59000015258789,22.790000915527344,20.270000457763672,22.6200008392334,22.612401962280273,37326600
2021-01-13,22.690000534057617,22.780000686645508,22.1299991607666,22.329999923706055,22.322498321533203,19527000
2021-01-14,22.84000015258789,24.600000381469727,22.6200008392334,24.239999771118164,24.231857299804688,29879100
2021-01-15,23.450000762939453,23.709999084472656,22.360000610351562,22.389999389648438,22.382478713989258,24701700
2021-01-19,23.049999237060547,23.75,22.8700008392334,23.06999969482422,23.0622501373291,21931400
2021-01-20,23.270000457763672,23.530000686645508,22.75,23.020000457763672,23.01226806640625,14737000
2021-01-21,22.90999984741211,22.989999771118164,21.440000534057617,21.540000915527344,21.532764434814453,19333300
2021-01-22,20.670000076293945,21.600000381469727,20.260000228881836,21.489999771118164,21.48278045654297,17640700
2021-01-25,21.0,21.6200008392334,20.670000076293945,21.510000228881836,21.502775192260742,15398900
2021-01-26,21.899999618530273,22.420000076293945,20.350000381469727,20.3799991607666,20.373153686523438,19138100
2021-01-27,19.989999771118164,21.65999984741211,19.459999084472656,20.579999923706055,20.57308578491211,25688400
2021-01-28,20.799999237060547,21.489999771118164,20.229999542236328,20.950000762939453,20.942962646484375,16438200
2021-01-29,20.65999984741211,21.3799991607666,19.729999542236328,20.059999465942383,20.053260803222656,19971500
2021-02-01,20.6299991607666,20.75,19.799999237060547,20.389999389648438,20.383150100708008,13688000
2021-02-02,21.489999771118164,21.770000457763672,20.6200008392334,20.729999542236328,20.72303581237793,15513800
2021-02-03,20.979999542236328,22.15999984741211,20.8700008392334,22.020000457763672,22.012603759765625,18308300
2021-02-04,22.329999923706055,22.59000015258789,21.65999984741211,22.299999237060547,22.29250717163086,13247100
2021-02-05,22.829999923706055,23.139999389648438,22.200000762939453,22.559999465942383,22.55242156982422,13227600
2021-02-08,23.020000457763672,25.5,23.0,25.450000762939453,25.441452026367188,31510500
2021-02-09,24.600000381469727,25.149999618530273,24.100000381469727,24.649999618530273,24.641719818115234,20757100
2021-02-10,24.829999923706055,25.790000915527344,24.799999237060547,25.600000381469727,25.591400146484375,22400500
2021-02-11,25.399999618530273,25.40999984741211,24.079999923706055,24.979999542236328,24.971607208251953,15232200
2021-02-12,24.690000534057617,25.75,24.559999465942383,25.389999389648438,25.3814697265625,12382000
2021-02-16,26.65999984741211,26.950000762939453,25.8799991607666,26.459999084472656,26.45111083984375,19260400
2021-02-17,26.84000015258789,27.18000030517578,25.850000381469727,26.729999542236328,26.721019744873047,15082100
2021-02-18,26.450000762939453,26.729999542236328,25.209999084472656,25.280000686645508,25.271509170532227,15311700
2021-02-19,25.31999969482422,25.899999618530273,25.030000686645508,25.420000076293945,25.411460876464844,14936100
2021-02-22,25.989999771118164,27.459999084472656,25.81999969482422,26.469999313354492,26.46110725402832,22820600
2021-02-23,26.290000915527344,26.649999618530273,24.420000076293945,26.059999465942383,26.051244735717773,22587700
2021-02-24,26.5,28.68000030517578,25.959999084472656,28.15999984741211,28.15053939819336,27789000
2021-02-25,28.170000076293945,28.540000915527344,26.450000762939453,26.75,26.74101448059082,21142500
2021-02-26,26.260000228881836,27.010000228881836,25.209999084472656,26.610000610351562,26.60106086730957,21626700
2021-03-01,27.3700008392334,28.280000686645508,27.010000228881836,27.639999389648438,27.630714416503906,16185700
2021-03-02,27.59000015258789,28.510000228881836,27.31999969482422,27.81999969482422,27.810653686523438,16557000
2021-03-03,28.0,29.450000762939453,28.0,28.65999984741211,28.650371551513672,20382100
2021-03-04,29.18000030517578,30.6299991607666,28.540000915527344,29.899999618530273,29.889955520629883,39491600
2021-03-05,31.59000015258789,32.52000045776367,30.0,31.229999542236328,31.21950912475586,42026500
2021-03-08,31.68000030517578,31.899999618530273,29.6299991607666,29.770000457763672,29.760000228881836,22684800
2021-03-09,29.219999313354492,29.719999313354492,28.209999084472656,28.649999618530273,28.649999618530273,23868200
2021-03-10,28.850000381469727,29.6299991607666,28.540000915527344,29.360000610351562,29.360000610351562,24101800
