Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,97.33999633789062,97.4800033569336,93.69999694824219,96.5,96.5,2440300
2021-01-05,95.36000061035156,97.87999725341797,95.36000061035156,96.62000274658203,96.62000274658203,1089400
2021-01-06,97.58999633789062,104.12000274658203,97.54000091552734,102.7699966430664,102.7699966430664,1292500
2021-01-07,102.22000122070312,107.87000274658203,102.22000122070312,105.5,105.5,1398800
2021-01-08,105.93000030517578,106.11000061035156,102.7300033569336,103.97000122070312,103.97000122070312,873400
2021-01-11,101.83000183105469,105.20999908447266,101.23999786376953,104.58000183105469,104.58000183105469,603100
2021-01-12,105.19999694824219,108.83999633789062,104.7699966430664,108.79000091552734,108.79000091552734,738300
2021-01-13,107.4000015258789,108.2300033569336,104.62999725341797,104.83999633789062,104.83999633789062,719700
2021-01-14,105.27999877929688,105.9800033569336,100.86000061035156,101.2300033569336,101.2300033569336,917700
2021-01-15,100.05000305175781,101.6500015258789,98.25,100.27999877929688,100.27999877929688,755800
2021-01-19,100.5,101.81999969482422,96.61000061035156,97.31999969482422,97.31999969482422,751400
2021-01-20,98.0,100.7300033569336,97.69000244140625,99.2300033569336,99.2300033569336,702000
2021-01-21,99.63999938964844,100.2699966430664,98.51000213623047,99.37999725341797,99.37999725341797,692000
2021-01-22,97.80999755859375,99.69000244140625,96.83000183105469,97.79000091552734,97.79000091552734,692700
2021-01-25,96.87000274658203,97.81999969482422,92.87999725341797,95.8499984741211,95.8499984741211,986800
2021-01-26,96.91999816894531,96.91999816894531,91.20999908447266,91.5199966430664,91.5199966430664,960900
2021-01-27,89.37000274658203,89.7699966430664,84.55999755859375,85.11000061035156,85.11000061035156,1549900
2021-01-28,86.8499984741211,90.5999984741211,86.0,88.72000122070312,88.72000122070312,1110700
2021-01-29,88.08999633789062,88.83000183105469,84.41000366210938,85.26000213623047,85.26000213623047,880500
2021-02-01,82.66999816894531,84.98999786376953,78.76000213623047,82.44999694824219,82.44999694824219,3213200
2021-02-02,84.0,87.04000091552734,83.54000091552734,85.61000061035156,85.61000061035156,2040300
2021-02-03,86.44000244140625,88.5,85.43000030517578,87.5999984741211,87.5999984741211,860900
2021-02-04,88.36000061035156,93.05000305175781,88.0999984741211,92.61000061035156,92.61000061035156,1283800
2021-02-05,94.02999877929688,95.31999969482422,93.4000015258789,95.19000244140625,95.19000244140625,774100
2021-02-08,95.93000030517578,96.47000122070312,94.33999633789062,95.23999786376953,95.23999786376953,919900
2021-02-09,94.51000213623047,95.19000244140625,93.58000183105469,93.79000091552734,93.79000091552734,763200
2021-02-10,94.83999633789062,97.0199966430664,93.13999938964844,95.86000061035156,95.86000061035156,623200
2021-02-11,95.48999786376953,97.76000213623047,94.5199966430664,97.72000122070312,97.72000122070312,673800
2021-02-12,96.83999633789062,97.27999877929688,95.37000274658203,96.1500015258789,96.1500015258789,539800
2021-02-16,96.63999938964844,97.87999725341797,95.76000213623047,97.58000183105469,97.58000183105469,839600
2021-02-17,97.0,97.08999633789062,93.02999877929688,93.44999694824219,93.44999694824219,1106800
2021-02-18,92.63999938964844,92.9000015258789,89.33000183105469,91.08999633789062,91.08999633789062,746700
2021-02-19,91.41000366210938,94.20999908447266,91.33999633789062,93.9800033569336,93.9800033569336,1084200
2021-02-22,94.5999984741211,98.19999694824219,93.41999816894531,97.4800033569336,97.4800033569336,775900
2021-02-23,97.27999877929688,97.88999938964844,93.9000015258789,97.05999755859375,97.05999755859375,721900
2021-02-24,97.72000122070312,102.52999877929688,97.18000030517578,102.29000091552734,102.29000091552734,1277300
2021-02-25,102.81999969482422,104.29000091552734,99.58999633789062,99.91999816894531,99.91999816894531,749600
2021-02-26,100.0199966430664,101.05999755859375,96.4800033569336,99.95999908447266,99.95999908447266,800200
2021-03-01,102.2699966430664,102.62999725341797,100.0,100.20999908447266,100.20999908447266,1108100
2021-03-02,99.80000305175781,102.83999633789062,99.56999969482422,102.11000061035156,102.11000061035156,596400
2021-03-03,102.54000091552734,106.33000183105469,101.70999908447266,104.25,104.25,1000900
2021-03-04,103.9800033569336,104.73999786376953,96.68000030517578,99.55000305175781,99.55000305175781,1117300
2021-03-05,100.6500015258789,105.02999877929688,97.44000244140625,104.38999938964844,104.38999938964844,1089900
2021-03-08,105.5199966430664,110.88999938964844,105.30000305175781,106.75,106.75,1228300
2021-03-09,106.44000244140625,107.95999908447266,103.94000244140625,104.12999725341797,104.12999725341797,673900
2021-03-10,104.62999725341797,106.48999786376953,103.27999877929688,105.36000061035156,105.36000061035156,776100
2021-03-11,105.73999786376953,106.79000091552734,103.91999816894531,104.9800033569336,104.9800033569336,653000
2021-03-12,106.0,108.80000305175781,105.81999969482422,107.30000305175781,107.30000305175781,690300
2021-03-15,106.94999694824219,108.69000244140625,105.83999633789062,108.44000244140625,108.44000244140625,661600
2021-03-16,107.98999786376953,109.0,104.20999908447266,106.0,106.0,898600
